"plot","coldate","taxa","count","no.intersections","perc.cover","location","block","treatment","year"
"B2K",2013-07-25,"VAUL",4,25,0.16,"Border",2,"KNO3",2013
"B2K",2014-07-21,"ACMI",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"BAAL",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"BENA",16,36,0.444444444444444,"Border",2,"KNO3",2014
"B2K",2014-07-21,"BEPU",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"BIVI",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"CAVU",2,36,0.0555555555555556,"Border",2,"KNO3",2014
"B2K",2014-07-21,"EMNI",3,36,0.0833333333333333,"Border",2,"KNO3",2014
"B2K",2014-07-21,"EQUI",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"GAVE",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"GRASS",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"JUCO",1,36,0.0277777777777778,"Border",2,"KNO3",2014
"B2K",2014-07-21,"LICH",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"LUNO",7,36,0.194444444444444,"Border",2,"KNO3",2014
"B2K",2014-07-21,"MOSS",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"BARE",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"RASP",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"SALA",1,36,0.0277777777777778,"Border",2,"KNO3",2014
"B2K",2014-07-21,"SAPH",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"SIAC",2,36,0.0555555555555556,"Border",2,"KNO3",2014
"B2K",2014-07-21,"TARA",0,36,0,"Border",2,"KNO3",2014
"B2K",2014-07-21,"VAUL",4,36,0.111111111111111,"Border",2,"KNO3",2014
"B2K",2016-07-18,"ACMI",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"BAAL",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"BENA",19,36,0.527777777777778,"Border",2,"KNO3",2016
"B2K",2016-07-18,"BEPU",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"BIVI",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"CAVU",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"EMNI",2,36,0.0555555555555556,"Border",2,"KNO3",2016
"B2K",2016-07-18,"EQUI",1,36,0.0277777777777778,"Border",2,"KNO3",2016
"B2K",2016-07-18,"GAVE",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"GRASS",2,36,0.0555555555555556,"Border",2,"KNO3",2016
"B2K",2016-07-18,"JUCO",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"LICH",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"LUNO",4,36,0.111111111111111,"Border",2,"KNO3",2016
"B2K",2016-07-18,"MOSS",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"BARE",1,36,0.0277777777777778,"Border",2,"KNO3",2016
"B2K",2016-07-18,"RASP",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"SALA",2,36,0.0555555555555556,"Border",2,"KNO3",2016
"B2K",2016-07-18,"SAPH",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"SIAC",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"TARA",0,36,0,"Border",2,"KNO3",2016
"B2K",2016-07-18,"VAUL",5,36,0.138888888888889,"Border",2,"KNO3",2016
"B2K",2018-08-03,"ACMI",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"BAAL",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"BENA",21,36,0.583333333333333,"Border",2,"KNO3",2018
"B2K",2018-08-03,"BEPU",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"BIVI",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"CAVU",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"EMNI",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"EQUI",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"GAVE",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"GRASS",4,36,0.111111111111111,"Border",2,"KNO3",2018
"B2K",2018-08-03,"JUCO",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"LICH",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"LUNO",7,36,0.194444444444444,"Border",2,"KNO3",2018
"B2K",2018-08-03,"MOSS",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"BARE",1,36,0.0277777777777778,"Border",2,"KNO3",2018
"B2K",2018-08-03,"RASP",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"SALA",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"SAPH",1,36,0.0277777777777778,"Border",2,"KNO3",2018
"B2K",2018-08-03,"SIAC",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"TARA",0,36,0,"Border",2,"KNO3",2018
"B2K",2018-08-03,"VAUL",2,36,0.0555555555555556,"Border",2,"KNO3",2018
"B2M",2013-07-25,"ACMI",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"BAAL",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"BENA",6,25,0.24,"Border",2,"Midges",2013
"B2M",2013-07-25,"BEPU",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"BIVI",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"CAVU",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"EMNI",1,25,0.04,"Border",2,"Midges",2013
"B2M",2013-07-25,"EQUI",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"GAVE",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"GRASS",1,25,0.04,"Border",2,"Midges",2013
"B2M",2013-07-25,"JUCO",1,25,0.04,"Border",2,"Midges",2013
"B2M",2013-07-25,"LICH",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"LUNO",10,25,0.4,"Border",2,"Midges",2013
"B2M",2013-07-25,"MOSS",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"BARE",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"RASP",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"SALA",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"SAPH",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"SIAC",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"TARA",0,25,0,"Border",2,"Midges",2013
"B2M",2013-07-25,"VAUL",6,25,0.24,"Border",2,"Midges",2013
"B2M",2014-07-21,"ACMI",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"BAAL",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"BENA",7,36,0.194444444444444,"Border",2,"Midges",2014
"B2M",2014-07-21,"BEPU",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"BIVI",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"CAVU",3,36,0.0833333333333333,"Border",2,"Midges",2014
"B2M",2014-07-21,"EMNI",1,36,0.0277777777777778,"Border",2,"Midges",2014
"B2M",2014-07-21,"EQUI",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"GAVE",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"GRASS",3,36,0.0833333333333333,"Border",2,"Midges",2014
"B2M",2014-07-21,"JUCO",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"LICH",2,36,0.0555555555555556,"Border",2,"Midges",2014
"B2M",2014-07-21,"LUNO",15,36,0.416666666666667,"Border",2,"Midges",2014
"B2M",2014-07-21,"MOSS",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"BARE",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"RASP",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"SALA",1,36,0.0277777777777778,"Border",2,"Midges",2014
"B2M",2014-07-21,"SAPH",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"SIAC",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"TARA",0,36,0,"Border",2,"Midges",2014
"B2M",2014-07-21,"VAUL",4,36,0.111111111111111,"Border",2,"Midges",2014
"B2M",2016-07-18,"ACMI",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"BAAL",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"BENA",5,36,0.138888888888889,"Border",2,"Midges",2016
"B2M",2016-07-18,"BEPU",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"BIVI",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"CAVU",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"EMNI",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"EQUI",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"GAVE",1,36,0.0277777777777778,"Border",2,"Midges",2016
"B2M",2016-07-18,"GRASS",11,36,0.305555555555556,"Border",2,"Midges",2016
"B2M",2016-07-18,"JUCO",3,36,0.0833333333333333,"Border",2,"Midges",2016
"B2M",2016-07-18,"LICH",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"LUNO",7,36,0.194444444444444,"Border",2,"Midges",2016
"B2M",2016-07-18,"MOSS",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"BARE",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"RASP",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"SALA",1,36,0.0277777777777778,"Border",2,"Midges",2016
"B2M",2016-07-18,"SAPH",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"SIAC",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"TARA",0,36,0,"Border",2,"Midges",2016
"B2M",2016-07-18,"VAUL",8,36,0.222222222222222,"Border",2,"Midges",2016
"B2M",2018-08-03,"ACMI",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"BAAL",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"BENA",6,36,0.166666666666667,"Border",2,"Midges",2018
"B2M",2018-08-03,"BEPU",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"BIVI",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"CAVU",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"EMNI",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"EQUI",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"GAVE",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"GRASS",24,36,0.666666666666667,"Border",2,"Midges",2018
"B2M",2018-08-03,"JUCO",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"LICH",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"LUNO",2,36,0.0555555555555556,"Border",2,"Midges",2018
"B2M",2018-08-03,"MOSS",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"BARE",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"RASP",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"SALA",1,36,0.0277777777777778,"Border",2,"Midges",2018
"B2M",2018-08-03,"SAPH",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"SIAC",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"TARA",0,36,0,"Border",2,"Midges",2018
"B2M",2018-08-03,"VAUL",3,36,0.0833333333333333,"Border",2,"Midges",2018
"B3C",2013-07-25,"ACMI",1,25,0.04,"Border",3,"Control",2013
"B3C",2013-07-25,"BAAL",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"BENA",3,25,0.12,"Border",3,"Control",2013
"B3C",2013-07-25,"BEPU",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"BIVI",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"CAVU",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"EMNI",1,25,0.04,"Border",3,"Control",2013
"B3C",2013-07-25,"EQUI",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"GAVE",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"GRASS",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"JUCO",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"LICH",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"LUNO",5,25,0.2,"Border",3,"Control",2013
"B3C",2013-07-25,"MOSS",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"BARE",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"RASP",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"SALA",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"SAPH",15,25,0.6,"Border",3,"Control",2013
"B3C",2013-07-25,"SIAC",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"TARA",0,25,0,"Border",3,"Control",2013
"B3C",2013-07-25,"VAUL",0,25,0,"Border",3,"Control",2013
"B3C",2014-07-21,"ACMI",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"BAAL",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"BENA",2,36,0.0555555555555556,"Border",3,"Control",2014
"B3C",2014-07-21,"BEPU",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"BIVI",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"CAVU",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"EMNI",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"EQUI",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"GAVE",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"GRASS",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"JUCO",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"LICH",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"LUNO",6,36,0.166666666666667,"Border",3,"Control",2014
"B3C",2014-07-21,"MOSS",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"BARE",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"RASP",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"SALA",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"SAPH",25,36,0.694444444444444,"Border",3,"Control",2014
"B3C",2014-07-21,"SIAC",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"TARA",0,36,0,"Border",3,"Control",2014
"B3C",2014-07-21,"VAUL",3,36,0.0833333333333333,"Border",3,"Control",2014
"B3C",2016-07-18,"ACMI",2,36,0.0555555555555556,"Border",3,"Control",2016
"B3C",2016-07-18,"BAAL",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"BENA",1,36,0.0277777777777778,"Border",3,"Control",2016
"B3C",2016-07-18,"BEPU",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"BIVI",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"CAVU",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"EMNI",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"EQUI",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"GAVE",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"GRASS",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"JUCO",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"LICH",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"LUNO",5,36,0.138888888888889,"Border",3,"Control",2016
"B3C",2016-07-18,"MOSS",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"BARE",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"RASP",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"SALA",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"SAPH",26,36,0.722222222222222,"Border",3,"Control",2016
"B3C",2016-07-18,"SIAC",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"TARA",0,36,0,"Border",3,"Control",2016
"B3C",2016-07-18,"VAUL",2,36,0.0555555555555556,"Border",3,"Control",2016
"B3C",2018-08-03,"ACMI",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"BAAL",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"BENA",1,36,0.0277777777777778,"Border",3,"Control",2018
"B3C",2018-08-03,"BEPU",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"BIVI",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"CAVU",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"EMNI",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"EQUI",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"GAVE",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"GRASS",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"JUCO",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"LICH",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"LUNO",6,36,0.166666666666667,"Border",3,"Control",2018
"B3C",2018-08-03,"MOSS",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"BARE",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"RASP",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"SALA",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"SAPH",29,36,0.805555555555556,"Border",3,"Control",2018
"B3C",2018-08-03,"SIAC",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"TARA",0,36,0,"Border",3,"Control",2018
"B3C",2018-08-03,"VAUL",0,36,0,"Border",3,"Control",2018
"B3K",2013-07-25,"ACMI",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"BAAL",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"BENA",10,25,0.4,"Border",3,"KNO3",2013
"B3K",2013-07-25,"BEPU",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"BIVI",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"CAVU",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"EMNI",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"EQUI",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"GAVE",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"GRASS",2,25,0.08,"Border",3,"KNO3",2013
"B3K",2013-07-25,"JUCO",1,25,0.04,"Border",3,"KNO3",2013
"B3K",2013-07-25,"LICH",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"LUNO",8,25,0.32,"Border",3,"KNO3",2013
"B3K",2013-07-25,"MOSS",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"BARE",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"RASP",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"SALA",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"SAPH",4,25,0.16,"Border",3,"KNO3",2013
"B3K",2013-07-25,"SIAC",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"TARA",0,25,0,"Border",3,"KNO3",2013
"B3K",2013-07-25,"VAUL",0,25,0,"Border",3,"KNO3",2013
"B3K",2014-07-21,"ACMI",1,36,0.0277777777777778,"Border",3,"KNO3",2014
"B3K",2014-07-21,"BAAL",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"BENA",12,36,0.333333333333333,"Border",3,"KNO3",2014
"B3K",2014-07-21,"BEPU",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"BIVI",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"CAVU",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"EMNI",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"EQUI",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"GAVE",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"GRASS",1,36,0.0277777777777778,"Border",3,"KNO3",2014
"B3K",2014-07-21,"JUCO",4,36,0.111111111111111,"Border",3,"KNO3",2014
"B3K",2014-07-21,"LICH",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"LUNO",9,36,0.25,"Border",3,"KNO3",2014
"B3K",2014-07-21,"MOSS",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"BARE",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"RASP",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"SALA",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"SAPH",8,36,0.222222222222222,"Border",3,"KNO3",2014
"B3K",2014-07-21,"SIAC",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"TARA",0,36,0,"Border",3,"KNO3",2014
"B3K",2014-07-21,"VAUL",1,36,0.0277777777777778,"Border",3,"KNO3",2014
"B3K",2016-07-18,"ACMI",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"BAAL",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"BENA",7,36,0.194444444444444,"Border",3,"KNO3",2016
"B3K",2016-07-18,"BEPU",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"BIVI",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"CAVU",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"EMNI",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"EQUI",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"GAVE",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"GRASS",9,36,0.25,"Border",3,"KNO3",2016
"B3K",2016-07-18,"JUCO",3,36,0.0833333333333333,"Border",3,"KNO3",2016
"B3K",2016-07-18,"LICH",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"LUNO",9,36,0.25,"Border",3,"KNO3",2016
"B3K",2016-07-18,"MOSS",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"BARE",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"RASP",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"SALA",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"SAPH",8,36,0.222222222222222,"Border",3,"KNO3",2016
"B3K",2016-07-18,"SIAC",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"TARA",0,36,0,"Border",3,"KNO3",2016
"B3K",2016-07-18,"VAUL",0,36,0,"Border",3,"KNO3",2016
"B3K",2018-08-03,"ACMI",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"BAAL",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"BENA",13,36,0.361111111111111,"Border",3,"KNO3",2018
"B3K",2018-08-03,"BEPU",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"BIVI",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"CAVU",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"EMNI",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"EQUI",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"GAVE",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"GRASS",11,36,0.305555555555556,"Border",3,"KNO3",2018
"B3K",2018-08-03,"JUCO",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"LICH",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"LUNO",5,36,0.138888888888889,"Border",3,"KNO3",2018
"B3K",2018-08-03,"MOSS",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"BARE",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"RASP",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"SALA",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"SAPH",7,36,0.194444444444444,"Border",3,"KNO3",2018
"B3K",2018-08-03,"SIAC",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"TARA",0,36,0,"Border",3,"KNO3",2018
"B3K",2018-08-03,"VAUL",0,36,0,"Border",3,"KNO3",2018
"B3M",2013-07-25,"ACMI",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"BAAL",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"BENA",4,25,0.16,"Border",3,"Midges",2013
"B3M",2013-07-25,"BEPU",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"BIVI",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"CAVU",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"EMNI",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"EQUI",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"GAVE",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"GRASS",1,25,0.04,"Border",3,"Midges",2013
"B3M",2013-07-25,"JUCO",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"LICH",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"LUNO",8,25,0.32,"Border",3,"Midges",2013
"B3M",2013-07-25,"MOSS",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"BARE",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"RASP",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"SALA",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"SAPH",9,25,0.36,"Border",3,"Midges",2013
"B3M",2013-07-25,"SIAC",0,25,0,"Border",3,"Midges",2013
"B3M",2013-07-25,"TARA",1,25,0.04,"Border",3,"Midges",2013
"B3M",2013-07-25,"VAUL",2,25,0.08,"Border",3,"Midges",2013
"B3M",2014-07-21,"ACMI",1,36,0.0277777777777778,"Border",3,"Midges",2014
"B3M",2014-07-21,"BAAL",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"BENA",3,36,0.0833333333333333,"Border",3,"Midges",2014
"B3M",2014-07-21,"BEPU",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"BIVI",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"CAVU",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"EMNI",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"EQUI",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"GAVE",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"GRASS",6,36,0.166666666666667,"Border",3,"Midges",2014
"B3M",2014-07-21,"JUCO",1,36,0.0277777777777778,"Border",3,"Midges",2014
"B3M",2014-07-21,"LICH",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"LUNO",13,36,0.361111111111111,"Border",3,"Midges",2014
"B3M",2014-07-21,"MOSS",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"BARE",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"RASP",0,36,0,"Border",3,"Midges",2014
"B3M",2014-07-21,"SALA",0,36,0,"Border",3,"Midges",2014
